Job Filing Number,Filing Status,Filing Date,House No,Street Name,Borough,Block,LOT,Bin,Job Description,Filing Review Type,guid,filing_status,doc_description,doc_name,doc_url_original,download_url,result_status,error_body,zoning_status,doc_create_on,doc_category,doc_type_name,doc_status_label
Q00848877-I1,,,35-16 GAR,CORPORAL STONE STREET,QUEENS,6173,26,4624658,"NEW ONE CAR GARAGE, OBTAIN C OF O.",Professional Certification,4f6d0814-97c9-ed11-a917-005056b0044a,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985980f31,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//20260805101827748393447048/ZD1 DOB Zoning Diagram_5dd5a0439e.pdf,OK,,HAS ZONING DOCUMENTS,05/26/2023,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
Q00848877-I1,,,35-16 GAR,CORPORAL STONE STREET,QUEENS,6173,26,4624658,"NEW ONE CAR GARAGE, OBTAIN C OF O.",Professional Certification,4f6d0814-97c9-ed11-a917-005056b0044a,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039859887e9,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//202608051018593601807014835/ZD1 DOB Zoning Diagram_23fb6c35b0.pdf,OK,,HAS ZONING DOCUMENTS,05/30/2023,Supporting Documents,ZD1: DOB Zoning Diagram,Superseded
Q00848877-I1,,,35-16 GAR,CORPORAL STONE STREET,QUEENS,6173,26,4624658,"NEW ONE CAR GARAGE, OBTAIN C OF O.",Professional Certification,4f6d0814-97c9-ed11-a917-005056b0044a,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398590a5e9,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//2026080510193260077609584/ZD1 DOB Zoning Diagram_bccaa3886c.pdf,OK,,HAS ZONING DOCUMENTS,05/26/2023,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
Q00848877-I1,,,35-16 GAR,CORPORAL STONE STREET,QUEENS,6173,26,4624658,"NEW ONE CAR GARAGE, OBTAIN C OF O.",Professional Certification,4f6d0814-97c9-ed11-a917-005056b0044a,38,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303985755307,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/QUEENS/TEST//202608051020065782006313173/ZD1 DOB Zoning Diagram_546ad77fe2.pdf,OK,,HAS ZONING DOCUMENTS,05/12/2023,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
B00738255-P1,,,5995,SHORE PARKWAY,BROOKLYN,8329,225,3331440,"brickwork restoration per plans herewith. no change in use, egress or occupancy under this application.",Standard Plan Examination or Review,b9859cd5-3509-ed11-a3ed-005056b0fc6c,6,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984d4e3f4,,FILTERED,,NO ZONING DOCUMENTS,2022-07-21,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
B00738255-P1,,,5995,SHORE PARKWAY,BROOKLYN,8329,225,3331440,"brickwork restoration per plans herewith. no change in use, egress or occupancy under this application.",Standard Plan Examination or Review,b9859cd5-3509-ed11-a3ed-005056b0fc6c,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984f7d728,,FILTERED,,NO ZONING DOCUMENTS,2022-07-21,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M01110102-I1,,,224,EAST   47 STREET,MANHATTAN,1320,34,1037605,"REINFORCEMENT OF EXISTING STRUCTURAL BEAMS ON 2ND FLOOR AND REINFORCEMENT OF SUB-CELLAR MECHANICAL ROOM COLUMNS . NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",Professional Certification,cdf79e9d-7a70-ef11-a4a1-005056b09d5b,22,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986bba84e,,FILTERED,,NO ZONING DOCUMENTS,2024-09-11,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
M01110102-I1,,,224,EAST   47 STREET,MANHATTAN,1320,34,1037605,"REINFORCEMENT OF EXISTING STRUCTURAL BEAMS ON 2ND FLOOR AND REINFORCEMENT OF SUB-CELLAR MECHANICAL ROOM COLUMNS . NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",Professional Certification,cdf79e9d-7a70-ef11-a4a1-005056b09d5b,22,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986f69828,,FILTERED,,NO ZONING DOCUMENTS,2024-09-11,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
M01110102-I1,,,224,EAST   47 STREET,MANHATTAN,1320,34,1037605,"REINFORCEMENT OF EXISTING STRUCTURAL BEAMS ON 2ND FLOOR AND REINFORCEMENT OF SUB-CELLAR MECHANICAL ROOM COLUMNS . NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",Professional Certification,cdf79e9d-7a70-ef11-a4a1-005056b09d5b,22,Other Documents  - AI1 - M01110102-P1,Other Documents  - AI1 - M01110102-P1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986f69827,,FILTERED,,NO ZONING DOCUMENTS,2025-01-16,Supporting Documents,Other Documents - Prior to Approval,Accepted
X01130339-P5,,,2055,MAPES AVENUE,BRONX,3109,1,2012957,Media Center-Art/Visual/Music/Recording/Hearing/Technology/Sound Bearing Partition/Gypsum Suspended Ceiling/New Entry Door/2X4 Lay-In Ceiling Tile/ New Furniture/New Carpet w Sound Proofing/ All new technology/Partial Roof work exhaust/intake penetration.,Standard Plan Examination or Review,00c703ac-097a-f011-a486-005056b04135,6,Design Commission Approval City Owned (Exterior Work),Design Commission Approval City Owned (Exterior Work),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986cdd4bf,,FILTERED,,NO ZONING DOCUMENTS,2025-08-15,Supporting Documents,Design Commission Approval City Owned (Exterior Work),Accepted
X01130339-P5,,,2055,MAPES AVENUE,BRONX,3109,1,2012957,Media Center-Art/Visual/Music/Recording/Hearing/Technology/Sound Bearing Partition/Gypsum Suspended Ceiling/New Entry Door/2X4 Lay-In Ceiling Tile/ New Furniture/New Carpet w Sound Proofing/ All new technology/Partial Roof work exhaust/intake penetration.,Standard Plan Examination or Review,00c703ac-097a-f011-a486-005056b04135,6,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,Fee Exempt Supporting Document - DOF Property Tax Assessment Roll,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986cdd4bd,,FILTERED,,NO ZONING DOCUMENTS,2025-08-15,Supporting Documents,Fee Exempt Supporting Document - DOF ACRIS report or BIB letter,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986fe072c,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,House Number Verification: TOPO Stamp,House Number Verification: TOPO Stamp,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32b64,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,House Number Verification: TOPO Stamp,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Site Survey: Initial,Site Survey: Initial,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32b9e,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,Site Survey: Initial,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32b9f,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,Street Tree Checklist,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986fe072f,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BRONX/TEST//20260805122930876783648671/ZD1 DOB Zoning Diagram_a764dd084b.pdf,OK,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Zoning Exhibit form (1-5),Zoning Exhibit form (1-5),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32ba2,,FILTERED,,HAS ZONING DOCUMENTS,2024-08-15,Supporting Documents,Zoning Exhibit form (1-5),Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303987a536e2,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Property Ownership Certification,Property Ownership Certification,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32ba5,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,Property Ownership Certification,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,SOIL REPORT,SOIL REPORT,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32bab,,FILTERED,,HAS ZONING DOCUMENTS,2024-08-15,Supporting Documents,SOIL REPORT,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Parks Department Acknowledgment Letter for Street Trees Plan,Parks Department Acknowledgment Letter for Street Trees Plan,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/09003039870489b3,,FILTERED,,HAS ZONING DOCUMENTS,2024-05-16,Supporting Documents,Parks Department Acknowledgment Letter for Street Trees Plan,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Other Documents  - AI1_Objection Responses,Other Documents  - AI1_Objection Responses,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986b6afcb,,FILTERED,,HAS ZONING DOCUMENTS,2024-10-18,Supporting Documents,Other Documents - Prior to Approval,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Other Documents  - AI1_Objection Responses,Other Documents  - AI1_Objection Responses,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986b6afcb,,FILTERED,,HAS ZONING DOCUMENTS,2024-09-20,Supporting Documents,Other Documents - Prior to Approval,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Other Documents  - 10 Day Notices,Other Documents  - 10 Day Notices,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039871ca58d,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-20,Supporting Documents,CPC Certification for FRESH,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,Other Documents  - RP-602,Other Documents  - RP-602,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303986b6b032,,FILTERED,,HAS ZONING DOCUMENTS,2024-09-20,Supporting Documents,Other Documents - Prior to Approval,Accepted
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986d26753,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BRONX/TEST//202608051230112082140706682/ZD1 DOB Zoning Diagram_ebc6cb3eb7.pdf,OK,,HAS ZONING DOCUMENTS,02/14/2025,Supporting Documents,ZD1: DOB Zoning Diagram,Superseded
X01052403-I1,,,858,EAST 223 STREET,BRONX,4847,65,2063767,NEW 3 FAMILY DWELLING,Standard Plan Examination or Review,fbaad6f5-9513-ef11-a958-005056b0044a,22,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303986a32ba0,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BRONX/TEST//202608051230578221616947542/ZD1 DOB Zoning Diagram_8b9d2ab664.pdf,OK,,HAS ZONING DOCUMENTS,11/08/2024,Supporting Documents,ZD1: DOB Zoning Diagram,Submitted
B01229007-I1,,,216,PENN STREET,BROOKLYN,2219,32,3060844,"EXTENSION TO THE EXISTING CELLAR, PATCH AND REPAIR ALL SURFACES AS REQUIRED,  INSTALL NEW WINDOWS, FACADE REPAIR TO THE FRONT ELEVATION; NO CHANGE IN USE, EGRESS OR OCCUPANCY.",Standard Plan Examination or Review,ba7581cc-ae35-f011-a98b-005056b0044a,6,DEP ACP-5: Asbestos Assessment Report,DEP ACP-5: Asbestos Assessment Report,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303987586e52,,FILTERED,,NO ZONING DOCUMENTS,2025-05-20,Supporting Documents,DEP ACP-5: Asbestos Assessment Report,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Property Ownership Certification,Property Ownership Certification,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398471e361,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Property Ownership Certification,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Local Law 92/94 of 2019 Sustainable Roof Zone,Local Law 92/94 of 2019 Sustainable Roof Zone,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398471e364,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Local Law 92/94 of 2019 Sustainable Roof Zone,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,DEP: Sewer Certification (Sanitary/Storm),DEP: Sewer Certification (Sanitary/Storm),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984acc8e1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,DEP: Sewer Certification (Sanitary/Storm),Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,ZD1: DOB Zoning Diagram,ZD1: DOB Zoning Diagram,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984f3d0ec,https://a810-DOBNOW.nyc.gov/Publish/DocumentStage//PortalDownloadedDocuments/BRONX/TEST//20260805123748857431835025/ZD1 DOB Zoning Diagram.pdf,OK,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,ZD1: DOB Zoning Diagram,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Restrictive Declaration/Easement 1,Restrictive Declaration/Easement 1,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/090030398620f478,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Restrictive Declaration/Easement 1,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Street Tree Checklist,Street Tree Checklist,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/09003039847fa799,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Street Tree Checklist,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Zoning Exhibit form (1-5),Zoning Exhibit form (1-5),http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/objects/0900303984bf3f3b,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Zoning Exhibit form (1-5),Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Site Survey: Initial,Site Survey: Initial,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039861bbbcd,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Site Survey: Initial,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 2 Documents - Prior to Approval,Other 2 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984811cba,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 2 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 10 Documents  - Survey,Other 10 Documents  - Survey,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984efbd4f,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 10 Documents - Prior to Approval,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,DOF RP-602: Tentative Tax Lot Number Issued,DOF RP-602: Tentative Tax Lot Number Issued,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/0900303984a356c1,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,DOF RP-602: Tentative Tax Lot Number Issued,Accepted
X00625848-P3,,,128,WEST  167 STREET,BRONX,2514,61,2130975,Proposed seven (7) story residential building.,Standard Plan Examination or Review,bb38c0f1-d9f9-ef11-a981-005056b0044a,6,Other 1 Documents - Prior to Approval,Other 1 Documents - Prior to Approval,http://bscan-broker.csc.nycnet:18080/dctm-rest/repositories/bscan_prod_rep/documents/09003039847fa855,,FILTERED,,HAS ZONING DOCUMENTS,2025-03-05,Supporting Documents,Other 1 Documents - Prior to Approval,Accepted
